Country,Indicator,Source,Unit,Currency,Frequency,Country Code,Time,Amount,Year
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2021-10-01,8.6,2021.0
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2022-01-01,5.9,2022.0
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2022-04-01,4.9,2022.0
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2022-07-01,4.6,2022.0
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2022-10-01,4.1,2022.0
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2023-01-01,5.5,2023.0
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2023-04-01,5.6,2023.0
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2023-07-01,6.0,2023.0
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2023-10-01,5.1,2023.0
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2024-01-01,5.0,2024.0
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2024-04-01,4.6,2024.0
Kenya,GDP Growth Rate,Kenya National Bureau of Statistics,%,,Quarterly,KEN,2024-07-01,4.0,2024.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1982-01-01,-6.8,1982.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1983-01-01,-10.93,1983.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1984-01-01,-1.11,1984.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1985-01-01,5.91,1985.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1986-01-01,0.06,1986.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1987-01-01,3.2,1987.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1988-01-01,7.33,1988.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1989-01-01,1.92,1989.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1990-01-01,11.78,1990.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1991-01-01,0.36,1991.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1992-01-01,4.63,1992.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1993-01-01,-2.04,1993.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1994-01-01,-1.82,1994.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1995-01-01,-0.08,1995.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1996-01-01,4.19,1996.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1997-01-01,2.93,1997.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1998-01-01,2.58,1998.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,1999-01-01,0.58,1999.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2000-01-01,5.01,2000.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2001-01-01,5.92,2001.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2002-01-01,15.33,2002.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2003-01-01,7.35,2003.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2004-01-01,9.25,2004.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2005-01-01,6.44,2005.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2006-01-01,6.06,2006.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2007-01-01,6.59,2007.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2008-01-01,6.76,2008.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2009-01-01,8.04,2009.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2010-01-01,9.13,2010.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2011-01-01,5.31,2011.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2012-01-01,4.21,2012.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2013-01-01,5.49,2013.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2014-01-01,6.22,2014.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2015-01-01,2.79,2015.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2016-01-01,-1.58,2016.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2017-01-01,0.83,2017.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2018-01-01,1.93,2018.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2019-01-01,2.27,2019.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2020-01-01,-1.92,2020.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2021-01-01,3.4,2021.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2022-01-01,3.1,2022.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2023-01-01,2.74,2023.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Yearly,NGA,2024-01-01,3.4,2024.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2013-01-01,4.45,2013.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2013-04-01,5.4,2013.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2013-07-01,5.17,2013.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2013-10-01,6.77,2013.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2014-01-01,6.21,2014.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2014-04-01,6.54,2014.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2014-07-01,6.23,2014.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2014-10-01,5.94,2014.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2015-01-01,3.96,2015.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2015-04-01,2.35,2015.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2015-07-01,2.84,2015.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2015-10-01,2.11,2015.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2016-01-01,-0.36,2016.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2016-04-01,-2.06,2016.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2016-07-01,-2.24,2016.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2016-10-01,-1.3,2016.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2017-01-01,-0.91,2017.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2017-04-01,0.72,2017.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2017-07-01,1.17,2017.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2017-10-01,2.11,2017.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2018-01-01,1.95,2018.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2018-04-01,1.5,2018.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2018-07-01,1.81,2018.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2018-10-01,2.38,2018.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2019-01-01,2.1,2019.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2019-04-01,2.12,2019.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2019-07-01,2.28,2019.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2019-10-01,2.55,2019.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2020-01-01,1.87,2020.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2020-04-01,-6.1,2020.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2020-07-01,-3.62,2020.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2020-10-01,0.11,2020.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2021-01-01,0.51,2021.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2021-04-01,5.01,2021.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2021-07-01,4.03,2021.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2021-10-01,3.98,2021.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2022-01-01,3.11,2022.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2022-04-01,3.54,2022.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2022-07-01,2.25,2022.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2022-10-01,3.52,2022.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2023-01-01,2.31,2023.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2023-04-01,2.51,2023.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2023-07-01,2.54,2023.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2023-10-01,3.46,2023.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2024-01-01,2.98,2024.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2024-04-01,3.19,2024.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2024-07-01,3.46,2024.0
Nigeria,GDP Growth Rate,National Bureau of Statistics,%,,Quarterly,NGA,2024-10-01,3.84,2024.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2000-01-01,8.4,2000.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2001-01-01,8.5,2001.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2002-01-01,13.2,2002.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2003-01-01,2.2,2003.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2004-01-01,7.4,2004.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2005-01-01,9.4,2005.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2006-01-01,9.2,2006.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2007-01-01,7.6,2007.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2008-01-01,11.2,2008.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2009-01-01,6.2,2009.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2010-01-01,7.3,2010.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2011-01-01,8.0,2011.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2012-01-01,8.6,2012.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2013-01-01,4.7,2013.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2014-01-01,6.2,2014.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2015-01-01,8.9,2015.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2016-01-01,6.0,2016.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2017-01-01,3.9,2017.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2018-01-01,8.5,2018.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2019-01-01,9.4,2019.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2020-01-01,-3.4,2020.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2021-01-01,10.9,2021.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2022-01-01,8.2,2022.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,Billion,RWF,Yearly,RWA,2023-01-01,8.2,2023.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2020-01-01,3.7,2020.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2020-04-01,-12.5,2020.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2020-07-01,-3.7,2020.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2020-10-01,-0.6,2020.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2021-01-01,3.5,2021.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2021-04-01,20.6,2021.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2021-07-01,10.1,2021.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2021-10-01,10.3,2021.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2022-01-01,7.9,2022.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2022-04-01,7.5,2022.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2022-07-01,10.0,2022.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2022-10-01,7.3,2022.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2023-01-01,9.2,2023.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2023-04-01,6.3,2023.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2023-07-01,7.5,2023.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2023-10-01,10.0,2023.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2024-01-01,9.7,2024.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2024-04-01,9.8,2024.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2024-07-01,8.1,2024.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2024-10-01,8.0,2024.0
Rwanda,GDP Growth Rate,National Institute of Statistics of Rwanda,%,,Quarterly,RWA,2025-01-01,7.8,2025.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,1994-01-01,3.2,1994.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,1995-01-01,3.1,1995.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,1996-01-01,4.3,1996.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,1997-01-01,2.6,1997.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,1998-01-01,0.5,1998.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,1999-01-01,2.4,1999.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2000-01-01,4.2,2000.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2001-01-01,2.7,2001.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2002-01-01,3.7,2002.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2003-01-01,2.95,2003.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2004-01-01,4.55,2004.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2005-01-01,5.28,2005.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2006-01-01,5.6,2006.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2007-01-01,5.36,2007.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2008-01-01,3.19,2008.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2009-01-01,-1.54,2009.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2010-01-01,3.04,2010.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2011-01-01,3.17,2011.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2012-01-01,2.4,2012.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2013-01-01,2.49,2013.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2014-01-01,1.41,2014.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2015-01-01,1.32,2015.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2016-01-01,0.66,2016.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2017-01-01,1.16,2017.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2018-01-01,1.56,2018.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2019-01-01,0.26,2019.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2020-01-01,-6.17,2020.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2021-01-01,4.96,2021.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2022-01-01,1.91,2022.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2023-01-01,0.7,2023.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Yearly,ZAF,2024-01-01,0.6,2024.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1994-01-01,1.92,1994.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1994-04-01,3.88,1994.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1994-07-01,3.25,1994.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1994-10-01,3.7,1994.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1995-01-01,3.99,1995.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1995-04-01,1.62,1995.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1995-07-01,3.61,1995.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1995-10-01,3.2,1995.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1996-01-01,3.97,1996.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1996-04-01,5.61,1996.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1996-07-01,3.76,1996.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1996-10-01,3.89,1996.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1997-01-01,3.16,1997.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1997-04-01,3.19,1997.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1997-07-01,2.35,1997.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1997-10-01,1.75,1997.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1998-01-01,0.99,1998.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1998-04-01,0.63,1998.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1998-07-01,0.25,1998.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1998-10-01,0.15,1998.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1999-01-01,1.09,1999.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1999-04-01,1.91,1999.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1999-07-01,2.82,1999.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,1999-10-01,3.72,1999.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2000-01-01,3.6,2000.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2000-04-01,3.42,2000.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2000-07-01,5.25,2000.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2000-10-01,4.48,2000.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2001-01-01,3.73,2001.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2001-04-01,3.69,2001.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2001-07-01,1.51,2001.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2001-10-01,1.98,2001.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2002-01-01,3.54,2002.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2002-04-01,3.78,2002.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2002-07-01,3.56,2002.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2002-10-01,3.92,2002.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2003-01-01,3.21,2003.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2003-04-01,3.21,2003.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2003-07-01,3.0,2003.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2003-10-01,2.4,2003.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2004-01-01,3.75,2004.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2004-04-01,3.73,2004.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2004-07-01,5.02,2004.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2004-10-01,5.67,2004.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2005-01-01,5.45,2005.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2005-04-01,5.19,2005.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2005-07-01,5.46,2005.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2005-10-01,5.03,2005.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2006-01-01,5.1,2006.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2006-04-01,4.83,2006.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2006-07-01,5.32,2006.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2006-10-01,7.11,2006.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2007-01-01,6.43,2007.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2007-04-01,5.47,2007.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2007-07-01,4.97,2007.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2007-10-01,4.66,2007.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2008-01-01,3.83,2008.0
South Africa,GDP Growth Rate,"Department of Statistics, South Africa.",%,,Quarterly,ZAF,2008-04-01,4.67,2008.0
